Title,Address,Price,Description,Contact,Photos,Link,Bedrooms,Bathrooms,Toilets,Parking Spaces
1 bedroom mini flat (room and parlour) for rent,"Badore, Ajah, Lagos",1500000,"Property Description

Brand New Ensuite 1 Bedrrom Apartment.

Rent ₦1.5m
Legal: 10%
Agency: 10%
Caution: ₦240k
Service Charge: ₦150k



Property Details
Property Ref: 3057927	Last Updated: 27 Aug 2025	Market Status: Available
Type: Mini Flat (Room and Parlour)	Bedrooms: 1	Bathrooms: 1
Toilets: 2	Parking Spaces: 1	Servicing: Serviced
Service Charge: ₦150,000",0807 XXXX,17,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ajah/badore/3057927-luxury-1-bedroom-apartment,1,1,2,2
2 bedroom terraced duplex for rent,"Ikate Elegushi, Lekki, Lagos",10000000,"Property Description

SEMI DIRECT

2 bedroom Duplex for Rent or Lease
Self-serviced
Location: Ikate, Lekki, Lagos

- Annual rent ₦10m
- Agency 10%
- Legal 10%
- Caution 10%
- Utility Bills



Property Details
Property Ref: 3057923	Last Updated: 27 Aug 2025	Market Status: Available
Type: Terraced Duplex	Bedrooms: 2	Toilets: 3",0814 XXXX,11,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate-elegushi/3057923-luxury-2-bedroom-duplex,2,N/A,2,N/A
1 bedroom mini flat (room and parlour) for rent,"Lekki, Oniru, Victoria Island (VI), Lagos",7000000,"Property Description

Rent Alert

One Bedroom Apartment

Location: Lekki right, Oniru

Rent: 7 million

Agency: 10%

Legal: 10%

Caution:10%

Service Charge: 1 million



Property Details
Property Ref: 3057908	Last Updated: 27 Aug 2025	Market Status: Available
Type: Mini Flat (Room and Parlour)	Bedrooms: 1",0814 XXXX,8,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/victoria-island/oniru/3057908-luxury-1bedroom-apartment,1,N/A,N/A,N/A
3 bedroom terraced duplex for rent,"Megamound Estate Ikota, Ikota, Lekki, Lagos",5000000,"Property Description

Well maintain 3bed terrace duplex inside Megamound Estate Ikota Lekki

Rent: 5m
Agency: 10%
Legal:10%
Caution: 10%
Estate Due: 335k
Water Levy: 180k
WasteBin Can: 85k



Property Details
Property Ref: 3057900	Last Updated: 27 Aug 2025	Market Status: Available
Type: Terraced Duplex	Bedrooms: 3	Bathrooms: 3
Toilets: 4	Parking Spaces: 3	Total Area: 500 sqm
Covered Area: 400 sqm",0803 XXXX,1,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikota/3057900-well-maintain-3bed-terrace-duplex-video-available,3,3,4,4
5 bedroom terraced duplex for rent,"Oniru Estate, Oniru, Victoria Island (VI), Lagos",10000000,"Property Description

An Excellent 4 Bedroom Maisonette Terraces Duplex With BQ

Location: Oniru Estate Victori Island Extension ...

RENT: 10M Yearly
LEGAL:10%
AGENCY: 10%
CAUTION: 10%
SERVICE CHARGE: 1m (EXCEPT POWER)



Property Details
Property Ref: 3057896	Last Updated: 27 Aug 2025	Market Status: Available
Type: Terraced Duplex	Bedrooms: 5	Bathrooms: 4
Toilets: 4	Servicing: Serviced	Service Charge: ₦1,000,000 per annum",0802 XXXX,3,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/oniru/3057896-an-excellent-4-bedroom-maisonette-terraces-duplex-with-bq,5,5,4,N/A
4 bedroom flat / apartment for rent,"Ikoyi, Lagos",30000000,"Property Description

FOR RENT: Luxury Serviced 4 Bedroom Apartment with Gym and Swimming Pool

Location: Ikoyi, Lagos, Nigeria

Rent: ₦30million per annum
Agency fee: 10%
Legal fee: 10%
Refundable caution fee: 5%
Service charge: ₦5.5million per annum
Diesel Deposit: ₦1million

Property Features:
* En-suite bedrooms.
* Spacious living room.
* Fitted spacious kitchen.
* Dining area.
* Air conditioners.
* Balconies.
* Smoke Detectors.
* POP ceiling lighting and chandeliers.
* Jacuzzi and shower cubicles.
* Closets.
* Guest toilet.
* 24-hours electricity.
* 24-hours security.
* Elevator.
* Ample parking space.



Property Details
Property Ref: 3057892	Last Updated: 28 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 4	Bathrooms: 4
Toilets: 5	Parking Spaces: 3	Servicing: Serviced
Service Charge: ₦5,500,000 per annum",0701 XXXX,19,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3057892-luxury-serviced-4-bedroom-apartment-with-gym-and-swimming-pool,4,4,5,5
2 bedroom flat / apartment for rent,"Off Freedom Way Ikate, Lekki Phase 1, Lekki, Lagos",12000000,"Property Description

Brand new, fully furnished & serviced two (2) bedroom flat.

Location: off Freedom way, Ikate Lekki.

Rent: N12m per annum

Feautures:
24 hours light
Swimming pool
24 hours security
Etc



Property Details
Property Ref: 3057890	Last Updated: 27 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 2	Bathrooms: 2
Toilets: 3",0806 XXXX,14,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3057890-furnished-2-bedroom-flat-with-247-light-pool,2,2,3,N/A
Shop for rent,"Hfp Abraham Adesanya Traffic Light, Ajah, Lagos",1500000,"Property Description

*SEMI DIRECT BRIEF TO LET IN HFP SHOPPING COMPLEX PHASE 2 BY ABRAHAM ADESANYA ESTATE ROUND ABOUT AJAH*

Single shop and double shop suitable for office space, retails shop, storage etc.

NOTE: we have 2 units of shop merge together and one unit seperate.

*RENT: ₦1.5 MILLION PER SHOP PER ANNUM*

*LOCATION: HFP COMPLEX PHASE 2, ABRAHAM ADESANYA ROUND ABOUT, AJAH LAGOS*.



SunnyCard



Property Details
Property Ref: 3057887	Last Updated: 27 Aug 2025	Market Status: Available
Type: Shop	Bathrooms: 1	Toilets: 1",0806 XXXX,5,https://nigeriapropertycentre.com/for-rent/commercial/shops/lagos/ajah/3057887-luxury-shop,N/A,1,1,N/A
2 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos",12000000,"Property Description

2 Bed Maisonette - Lekki Phase 1 - ₦12M

For Rent: Aesthetically Pleasing 2 Bedroom Maisonette with Swimming Pool and Gym.

Location: Lekki Phase 1
Rent: ₦12,000,000
Agency: 10% Legal: 10% Caution: 10%
Service Charge: ₦1,240,000

Comes with: Swimming pool - Ensuite bedrooms - Family lounge - Aesthetic POP ceilings - Clean water - Spacious living room - Top-quality tiles - Gym - Pantry - Master's suite - Walk-in closet - Walk-in shower - Jacuzzi - Custom vanity - 2 parking spaces - Gatehouse - Secured estate - Good access roads - Flood-free environment.

NEWLY BUILT



Property Details
Property Ref: 3054561	Last Updated: 25 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 2	Bathrooms: 2
Toilets: 2	Parking Spaces: 2",0702 XXXX,14,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3054561-aesthetically-pleasing-2-bedroom-maisonette-with-swimming-pool-and-gym,2,2,2,2
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos",12500000,"Property Description

2 Bed + BQ - Ikate - ₦12.5M

For Rent: 2 Bedroom Apartment with BQ in a Secured Estate.

Location: Ikate, Lekki
Rent: ₦12,500,000

Agency: 10% Legal: 10% Caution: 10%
Service Charge: ₦10,000 monthly (basic amenities)
Self-serviced (gen or inverter)

Comes with: Very spacious layout with large balcony - All ensuite rooms - BQ - Secure estate - Good security

NB: Can be converted to 3 Bedrooms with open-plan kitchen.



Property Details
Property Ref: 3054576	Last Updated: 25 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 2	Bathrooms: 2
Toilets: 2	Parking Spaces: 2",0702 XXXX,7,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3054576-2-bedroom-apartment-with-bq-in-a-secured-estate,2,2,2,2
2 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos",14000000,"Property Description

Fully Furnished Serviced Luxury 2Bedrooms Apartment with Good Amenities in a Secured Estate For Rent.
Location: Lekki Phase 1 Right Side off Bustop Petrocam Station Lagos.
Rent: N14M Per annum.
Service Charges: N2M
Power is Pay As You Go.
Agency: 10%
Legal: 10%
Caution Deposit: 10%
Or
Monthly Rent: N2.5m
*Note:* Tenants buy power; caution deposit: 100k
Features:
Gated and Secured Estate,
Tastefully furnished
24/7 Power Supply
Ps4 game
Snooker board
Very fast internet
Netflix / YouTube
En-suite room
Daily housekeeping
Dedicated car park space
Equipped kitchen
Washing machine
Serene environment
W.reyuoc 27/08



Property Details
Property Ref: 3057884	Last Updated: 27 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 2	Bathrooms: 2
Toilets: 3	Servicing: Serviced	Service Charge: ₦2,000,000",+234 XXXX,10,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3057884-fully-furnished-serviced-luxury-2bedrooms-apartment,2,2,3,N/A
1 bedroom mini flat (room and parlour) for rent,"Alapere, Ketu, Lagos",1200000,"Property Description

Gated
Well fence
Upstairs
Clean water
4 in a compound



Property Details
Property Ref: 3057872	Last Updated: 27 Aug 2025	Market Status: Available
Type: Mini Flat (Room and Parlour)	Bedrooms: 1	Bathrooms: 1
Toilets: 1	Parking Spaces: 1",0701 XXXX,5,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ketu/alapere/3057872-standard-miniflat,1,1,1,1
3 bedroom house for rent,"Conservative Area, Lekki, Lagos",5000000,"Property Description

Neatly used



Property Details
Property Ref: 3030870	Last Updated: 27 Aug 2025	Market Status: Available
Type: House	Bedrooms: 3	Bathrooms: 3
Toilets: 3",0803 XXXX,14,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/3030870-massive-3-bedroom-flat,3,3,3,N/A
3 bedroom house for rent,"Agungi, Agungi, Lekki, Lagos",5000000,"Property Description

Beautiful Spacious Well Maintained 3Bedrooms Apartment Upstairs in an Estate For Rent

*Note:* Only 2 in compound.
Note: NO FURNITURE INCLUSIVE.


Location: Agungi East Estate, Lekki, Lagos.

Rent: N5M Per annum

Service charge: TBD

Agency: 10%

Legal: 10%

Caution Deposit: 10%

Power: PAYU

Features:
- All Rooms Ensuite
- Proximity to Road, Eatery, Bank, Supermarket School & Centre
- Guest's Toilet
- 24 Hours Security
- Dinning Section
- Good road
- Serene environment
- Prime location
- Good neighborhood
- Clean Water
- Good drainage system



Property Details
Property Ref: 3057860	Last Updated: 27 Aug 2025	Market Status: Available
Type: House	Bedrooms: 3",0811 XXXX,8,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/agungi/3057860-spacious-3-bedroom-apartment,3,N/A,N/A,N/A
4 bedroom semi-detached duplex for rent,"Pinnock Beach Estate, Osapa, Lekki, Lagos",18000000,"Property Description

TO LET TASTEFULLY BUILT FOUR (4) BEDROOM DETACHED HOUSE NOW AVAILABLE FOR LETTING IN PINNOCK BEACH ESATE

Location; Pinnock Beach, Lagos

Rent: ₦18 Million
*Term: 2 Years rent in advance required*
Service charge: ₦1.5 Million
*Light pau as you use*
Caution fees: 10% of gross rental value
Legal fees: 10% of gross rental value
Agency fees: 10% of gross rental value
















Dam



Property Details
Property Ref: 3055693	Last Updated: 27 Aug 2025	Market Status: Available
Type: Semi-detached Duplex	Bedrooms: 4	Bathrooms: 4
Toilets: 5",0806 XXXX,24,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/osapa/3055693-neat-and-top-notch-4-bedroom-semi-detached-duplex-bq,4,4,5,N/A
4 bedroom semi-detached duplex for rent,"Behind Blenco, Ajah, Lagos",5000000,"Property Description

4 Bedroom Duplex for Rent behind blenco.

Rent per annum without BQ N5M
Rent per annum with BQ N5.5M


Agency 10%
Legal 10%
Caution fee 10%
Service Charge 776 400k.


Break Down of Service Charge

Estate dues for 1 year @ NGN7000 Monthly =NGN84,000 yearly.

Security for 1 year @ NGN14,700 Monthly =NGN176,400 yearly.

Cleaning ServicesNGN15,000 Monthly. =NGN180,000 Yearly.

Law/waste management=NGN8,000 Monthly.= NGN96,000 Yearly.

Water treatment & supply for 1 year @ NGN20,000 Monthly =NGN240,000.

Total service charge for a year =NGN776,400



Property Details
Property Ref: 3057854	Last Updated: 27 Aug 2025	Market Status: Available
Type: Semi-detached Duplex	Bedrooms: 4",0811 XXXX,6,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ajah/3057854-4-bedroom-semi-detached-duplex,4,N/A,N/A,N/A
2 bedroom flat / apartment for rent,"Ologolo, Lekki, Lagos",10000000,"Property Description

2Bedroom Fully Furnished Apartment for Rent (3rd floor)

Rent: 10M
S.C: 1.040M
Agency: 10%
Legal: 10%
Caution: 10%
Location: Ologolo



Property Details
Property Ref: 3057853	Last Updated: 27 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 2	Bathrooms: 2
Toilets: 3",0810 XXXX,11,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ologolo/3057853-2bedroom-fully-furnished-apartment-3rd-floor,2,2,3,N/A
4 bedroom semi-detached duplex for rent,"Bera Estate, Chevron Drive, Lekki, Lagos",20000000,"Property Description

Fully furnished 4-bedroom house at Bera Estate, Chevron, Lekki.

- Airbnb Set up (Bring your bags only).

- 32 Solar Panels and 10KVA Inverter.

- Four ensuite rooms, two living rooms, mini study corner, one guest toilet, garden patio and two boys quarters.

- Fully fitted kitchen with appliances, utensils, and cookware.


- Bed linen, diffusers and home comfort accessories.

- Washing Machine.

- Eight Air-conditioners (4 Inverter A/Cs and 4 Regular A/Cs) and 4 smart TVs

- High speed Internet -- Fibre broadband 120 MBPS.

- Cable TV and Netflix.

- External CCTV.

- Standby Generator.

- Well secured/gated and Access-code entry only estate.

-Pay- as- You - Go Light/Water/Wifi (self-service utilities)


For Professionals/verifiable entrepreneurs/decent family preferably.

Refundable Caution fee: N1,000,000

* Direct Owner (No agency fee).
Available for the next occupant on the 2nd of October.



Property Details
Property Ref: 2987850	Last Updated: 27 Aug 2025	Market Status: Available
Type: Semi-detached Duplex	Bedrooms: 4	Bathrooms: 4
Toilets: 5	Furnishing: Furnished",0903 XXXX,25,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/2987850-fully-furnished-4-bedroom-house,4,4,5,N/A
3 bedroom house for rent,"Conservative Area, Lekki, Lagos",5000000,"Property Description

Neatly used



Property Details
Property Ref: 3030870	Last Updated: 27 Aug 2025	Market Status: Available
Type: House	Bedrooms: 3	Bathrooms: 3
Toilets: 3",0803 XXXX,14,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/3030870-massive-3-bedroom-flat,3,3,3,N/A
3 bedroom house for rent,"Agungi, Agungi, Lekki, Lagos",5000000,"Property Description

Beautiful Spacious Well Maintained 3Bedrooms Apartment Upstairs in an Estate For Rent

*Note:* Only 2 in compound.
Note: NO FURNITURE INCLUSIVE.


Location: Agungi East Estate, Lekki, Lagos.

Rent: N5M Per annum

Service charge: TBD

Agency: 10%

Legal: 10%

Caution Deposit: 10%

Power: PAYU

Features:
- All Rooms Ensuite
- Proximity to Road, Eatery, Bank, Supermarket School & Centre
- Guest's Toilet
- 24 Hours Security
- Dinning Section
- Good road
- Serene environment
- Prime location
- Good neighborhood
- Clean Water
- Good drainage system



Property Details
Property Ref: 3057860	Last Updated: 27 Aug 2025	Market Status: Available
Type: House	Bedrooms: 3",0811 XXXX,8,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/agungi/3057860-spacious-3-bedroom-apartment,3,N/A,N/A,N/A
4 bedroom semi-detached duplex for rent,"Pinnock Beach Estate, Osapa, Lekki, Lagos",18000000,"Property Description

TO LET TASTEFULLY BUILT FOUR (4) BEDROOM DETACHED HOUSE NOW AVAILABLE FOR LETTING IN PINNOCK BEACH ESATE

Location; Pinnock Beach, Lagos

Rent: ₦18 Million
*Term: 2 Years rent in advance required*
Service charge: ₦1.5 Million
*Light pau as you use*
Caution fees: 10% of gross rental value
Legal fees: 10% of gross rental value
Agency fees: 10% of gross rental value
















Dam



Property Details
Property Ref: 3055693	Last Updated: 27 Aug 2025	Market Status: Available
Type: Semi-detached Duplex	Bedrooms: 4	Bathrooms: 4
Toilets: 5",0806 XXXX,24,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/osapa/3055693-neat-and-top-notch-4-bedroom-semi-detached-duplex-bq,4,4,5,N/A
4 bedroom semi-detached duplex for rent,"Behind Blenco, Ajah, Lagos",5000000,"Property Description

4 Bedroom Duplex for Rent behind blenco.

Rent per annum without BQ N5M
Rent per annum with BQ N5.5M


Agency 10%
Legal 10%
Caution fee 10%
Service Charge 776 400k.


Break Down of Service Charge

Estate dues for 1 year @ NGN7000 Monthly =NGN84,000 yearly.

Security for 1 year @ NGN14,700 Monthly =NGN176,400 yearly.

Cleaning ServicesNGN15,000 Monthly. =NGN180,000 Yearly.

Law/waste management=NGN8,000 Monthly.= NGN96,000 Yearly.

Water treatment & supply for 1 year @ NGN20,000 Monthly =NGN240,000.

Total service charge for a year =NGN776,400



Property Details
Property Ref: 3057854	Last Updated: 27 Aug 2025	Market Status: Available
Type: Semi-detached Duplex	Bedrooms: 4",0811 XXXX,6,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ajah/3057854-4-bedroom-semi-detached-duplex,4,N/A,N/A,N/A
2 bedroom flat / apartment for rent,"Ologolo, Lekki, Lagos",10000000,"Property Description

2Bedroom Fully Furnished Apartment for Rent (3rd floor)

Rent: 10M
S.C: 1.040M
Agency: 10%
Legal: 10%
Caution: 10%
Location: Ologolo



Property Details
Property Ref: 3057853	Last Updated: 27 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 2	Bathrooms: 2
Toilets: 3",0810 XXXX,11,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ologolo/3057853-2bedroom-fully-furnished-apartment-3rd-floor,2,2,3,N/A
Office space for rent,"Allen, Ikeja, Lagos",120000,"Property Description

COMMERCIAL BUILDING TO LET

A Newly Built Luxurious stand alone Open Plan Office Built with 1,100 Sqm lettable floor space on 3 Floors


FACILITIES:
~Elevators
~Underground parking spaces,
~Fire Alarm
~Fire Extinguishers,
~Reception Area,
~Waiting Area,
~Air conditioners
~kitchenette with Coffer table,
~ Toilet on each floor
~Executive Separate Toilet

Location: Off Allen Avenue ikeja.


Rent: ₦120,000 per square meter
(About ₦132,000,000 per annum asking)



Property Details
Property Ref: 2908314	Last Updated: 18 Aug 2025	Market Status: Available
Type: Office Space",+234 XXXX,6,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/ikeja/allen/2908314-1100-square-meters-open-plan-office-space,N/A,N/A,N/A,N/A
3 bedroom flat / apartment for rent,"Meadow View Estate, Ogombo, Ajah, Lagos",3000000,"Property Description

Ladmark Charter House School. Clean vintage 3 bedroom home, 2 rooms ensuite, the 3rd room is not ensuite but has a separate bathroom with toilet. Generous spacious Parlour and roons (you can use for shared apartment) landlord prefers responsibile single/ small family that can afford to renew rent. Peaceful neighbourhood
Rent N3m. Agent fee: 300k. Legal fee: 300. Caution fee: 300.



Property Details
Property Ref: 3050490	Last Updated: 28 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 3	Bathrooms: 3
Toilets: 4	Parking Spaces: 2	Total Area: 600 sqm
Covered Area: 600 sqm",0803 XXXX,23,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/ogombo/3050490-this-classic-3-bedroom-is-brimming-with-potential-your-chance-to-grab,3,3,4,4
